No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date,day_of_week,is_weekend
10876,2014,5,28,3,43.0,43.0,9.0,107.0,700.0,2.0,15.1,996.9,11.5,0.0,SW,0.4,Aotizhongxin,2014-05-28 03:00:00,Wednesday,False
10877,2014,5,28,4,51.0,51.0,13.0,113.0,800.0,2.0,15.1,997.4,11.5,0.0,E,1.1,Aotizhongxin,2014-05-28 04:00:00,Wednesday,False
10878,2014,5,28,5,39.0,39.0,10.0,107.0,900.0,2.0,17.1,998.0,10.7,0.0,NE,1.4,Aotizhongxin,2014-05-28 05:00:00,Wednesday,False
10879,2014,5,28,6,40.0,40.0,12.0,98.0,900.0,2.0,19.8,998.1,11.0,0.0,ENE,0.4,Aotizhongxin,2014-05-28 06:00:00,Wednesday,False
10880,2014,5,28,7,40.0,40.0,7.0,96.0,500.0,2.0,23.2,998.2,10.3,0.0,E,0.9,Aotizhongxin,2014-05-28 07:00:00,Wednesday,False
10881,2014,5,28,8,34.0,34.0,7.0,92.0,600.0,4.0,27.0,997.9,8.9,0.0,NNE,1.0,Aotizhongxin,2014-05-28 08:00:00,Wednesday,False
10882,2014,5,28,9,52.0,52.0,11.0,127.0,900.0,2.0,29.9,996.9,10.4,0.0,ENE,0.9,Aotizhongxin,2014-05-28 09:00:00,Wednesday,False
10883,2014,5,28,10,49.0,49.0,11.0,127.0,800.0,25.0,32.0,996.2,7.6,0.0,S,1.4,Aotizhongxin,2014-05-28 10:00:00,Wednesday,False
10884,2014,5,28,11,20.0,20.0,6.0,53.0,300.0,89.0,33.1,995.3,7.8,0.0,WSW,2.7,Aotizhongxin,2014-05-28 11:00:00,Wednesday,False
10885,2014,5,28,12,19.0,19.0,7.0,43.0,300.0,128.0,34.4,994.2,9.6,0.0,WSW,3.5,Aotizhongxin,2014-05-28 12:00:00,Wednesday,False
10886,2014,5,28,13,23.0,23.0,7.0,39.0,300.0,161.0,35.4,992.9,10.4,0.0,SW,2.6,Aotizhongxin,2014-05-28 13:00:00,Wednesday,False
10887,2014,5,28,14,36.0,36.0,10.0,37.0,400.0,195.0,36.2,991.9,4.5,0.0,WSW,5.9,Aotizhongxin,2014-05-28 14:00:00,Wednesday,False
10888,2014,5,28,15,32.0,32.0,9.0,42.0,400.0,191.0,35.9,990.9,5.2,0.0,SW,7.0,Aotizhongxin,2014-05-28 15:00:00,Wednesday,False
10889,2014,5,28,16,43.0,43.0,10.0,44.0,400.0,166.0,35.5,990.0,3.9,0.0,WSW,6.8,Aotizhongxin,2014-05-28 16:00:00,Wednesday,False
10890,2014,5,28,17,44.0,44.0,10.0,42.0,400.0,172.0,34.4,990.3,5.8,0.0,SW,5.9,Aotizhongxin,2014-05-28 17:00:00,Wednesday,False
10891,2014,5,28,18,30.0,30.0,7.0,44.0,300.0,156.0,33.4,990.6,8.8,0.0,WSW,4.1,Aotizhongxin,2014-05-28 18:00:00,Wednesday,False
10892,2014,5,28,19,30.0,30.0,9.0,41.0,300.0,165.0,32.7,991.9,8.9,0.0,WSW,2.7,Aotizhongxin,2014-05-28 19:00:00,Wednesday,False
10893,2014,5,28,20,34.0,34.0,12.0,47.0,400.0,154.0,30.0,992.6,10.0,0.0,W,1.7,Aotizhongxin,2014-05-28 20:00:00,Wednesday,False
10894,2014,5,28,21,34.0,34.0,12.0,48.0,600.0,149.0,29.7,992.2,9.8,0.0,WSW,1.8,Aotizhongxin,2014-05-28 21:00:00,Wednesday,False
10895,2014,5,28,22,65.0,65.0,10.0,74.0,700.0,108.0,29.0,992.1,8.6,0.0,WSW,2.0,Aotizhongxin,2014-05-28 22:00:00,Wednesday,False
10896,2014,5,28,23,43.0,43.0,15.0,83.0,700.0,89.0,27.8,991.7,9.1,0.0,SW,1.2,Aotizhongxin,2014-05-28 23:00:00,Wednesday,False
10897,2014,5,29,0,47.0,47.0,15.0,100.0,700.0,68.0,26.5,991.6,9.4,0.0,SW,1.4,Aotizhongxin,2014-05-29 00:00:00,Thursday,False
10898,2014,5,29,1,48.0,48.0,15.0,95.0,600.0,68.0,22.7,991.5,12.0,0.0,W,0.2,Aotizhongxin,2014-05-29 01:00:00,Thursday,False
10899,2014,5,29,2,62.0,62.0,14.0,91.0,500.0,53.0,20.4,991.3,14.1,0.0,W,0.0,Aotizhongxin,2014-05-29 02:00:00,Thursday,False
10900,2014,5,29,3,55.0,55.0,14.0,115.0,500.0,20.0,19.3,991.1,13.2,0.0,W,0.0,Aotizhongxin,2014-05-29 03:00:00,Thursday,False
10901,2014,5,29,4,51.0,51.0,10.0,122.0,500.0,7.0,19.3,991.2,12.8,0.0,E,0.4,Aotizhongxin,2014-05-29 04:00:00,Thursday,False
10902,2014,5,29,5,56.0,56.0,9.0,124.0,600.0,2.0,19.2,991.8,13.8,0.0,ENE,1.0,Aotizhongxin,2014-05-29 05:00:00,Thursday,False
10903,2014,5,29,6,67.0,67.0,8.0,134.0,800.0,2.0,22.9,992.0,12.5,0.0,ENE,1.8,Aotizhongxin,2014-05-29 06:00:00,Thursday,False
10904,2014,5,29,7,68.0,68.0,11.0,116.0,800.0,6.0,25.7,992.5,13.2,0.0,ENE,1.0,Aotizhongxin,2014-05-29 07:00:00,Thursday,False
10905,2014,5,29,8,65.0,65.0,13.0,108.0,800.0,20.0,29.1,992.4,11.6,0.0,E,2.0,Aotizhongxin,2014-05-29 08:00:00,Thursday,False
10906,2014,5,29,9,73.0,73.0,15.0,127.0,900.0,39.0,32.0,992.3,12.8,0.0,E,1.5,Aotizhongxin,2014-05-29 09:00:00,Thursday,False
10907,2014,5,29,10,71.0,71.0,20.0,97.0,1500.0,109.0,35.2,992.2,12.2,0.0,ENE,2.3,Aotizhongxin,2014-05-29 10:00:00,Thursday,False
10908,2014,5,29,11,65.0,65.0,20.0,74.0,900.0,162.0,37.8,991.6,12.4,0.0,E,1.5,Aotizhongxin,2014-05-29 11:00:00,Thursday,False
10909,2014,5,29,12,58.0,58.0,18.0,63.0,800.0,213.0,39.2,990.9,4.6,0.0,ENE,1.8,Aotizhongxin,2014-05-29 12:00:00,Thursday,False
10910,2014,5,29,13,63.0,63.0,12.0,41.0,600.0,211.0,40.5,990.8,3.0,0.0,N,3.4,Aotizhongxin,2014-05-29 13:00:00,Thursday,False
10911,2014,5,29,14,39.0,39.0,9.0,34.0,500.0,214.0,40.3,990.4,5.4,0.0,WNW,3.5,Aotizhongxin,2014-05-29 14:00:00,Thursday,False
10912,2014,5,29,15,31.0,31.0,10.0,27.0,500.0,175.0,40.1,990.4,6.4,0.0,WNW,1.3,Aotizhongxin,2014-05-29 15:00:00,Thursday,False
10913,2014,5,29,16,19.0,19.0,28.0,21.0,500.0,143.0,38.1,990.6,9.6,0.0,SW,1.9,Aotizhongxin,2014-05-29 16:00:00,Thursday,False
10914,2014,5,29,17,21.0,21.0,24.0,30.0,900.0,180.0,35.7,991.6,12.0,0.0,WSW,1.2,Aotizhongxin,2014-05-29 17:00:00,Thursday,False
10915,2014,5,29,18,46.0,46.0,6.0,67.0,1100.0,225.0,34.9,992.1,10.7,0.0,SW,0.9,Aotizhongxin,2014-05-29 18:00:00,Thursday,False
10916,2014,5,29,19,38.0,38.0,2.0,69.0,800.0,160.0,29.1,993.3,13.7,0.0,WSW,0.0,Aotizhongxin,2014-05-29 19:00:00,Thursday,False
10917,2014,5,29,20,41.0,41.0,2.0,106.0,600.0,106.0,26.2,994.4,14.6,0.0,ESE,0.0,Aotizhongxin,2014-05-29 20:00:00,Thursday,False
10918,2014,5,29,21,113.0,113.0,5.0,192.0,1200.0,10.0,24.4,995.2,15.9,0.0,ESE,0.0,Aotizhongxin,2014-05-29 21:00:00,Thursday,False
10919,2014,5,29,22,78.0,78.0,8.0,182.0,1100.0,31.0,23.4,996.1,16.2,0.0,SE,0.0,Aotizhongxin,2014-05-29 22:00:00,Thursday,False
10920,2014,5,29,23,63.0,63.0,7.0,185.0,1200.0,17.0,23.8,996.3,17.8,0.0,NNE,0.0,Aotizhongxin,2014-05-29 23:00:00,Thursday,False
10921,2014,5,30,0,75.0,75.0,8.0,209.0,1300.0,2.0,22.8,996.9,15.4,0.0,E,0.7,Aotizhongxin,2014-05-30 00:00:00,Friday,False
10922,2014,5,30,1,71.0,71.0,11.0,177.0,1100.0,2.0,23.0,997.4,15.3,0.0,NNW,0.5,Aotizhongxin,2014-05-30 01:00:00,Friday,False
10923,2014,5,30,2,80.0,80.0,15.0,108.0,900.0,25.0,24.1,998.0,13.3,0.0,E,0.1,Aotizhongxin,2014-05-30 02:00:00,Friday,False
10924,2014,5,30,3,106.0,106.0,18.0,65.0,1400.0,73.0,23.4,998.8,12.7,0.0,ENE,1.2,Aotizhongxin,2014-05-30 03:00:00,Friday,False
10925,2014,5,30,4,98.0,98.0,20.0,113.0,1100.0,5.0,22.7,999.4,12.9,0.0,ENE,0.1,Aotizhongxin,2014-05-30 04:00:00,Friday,False
10927,2014,5,30,6,49.0,49.0,19.0,107.0,1200.0,9.0,23.8,1000.9,18.4,0.0,NW,0.0,Aotizhongxin,2014-05-30 06:00:00,Friday,False
10928,2014,5,30,7,49.0,49.0,22.0,100.0,1200.0,19.0,26.8,1001.0,12.1,0.0,N,0.9,Aotizhongxin,2014-05-30 07:00:00,Friday,False
10929,2014,5,30,8,57.0,57.0,37.0,102.0,2100.0,37.0,30.3,1001.2,11.3,0.0,E,1.2,Aotizhongxin,2014-05-30 08:00:00,Friday,False
10930,2014,5,30,9,78.0,78.0,68.0,104.0,2500.0,77.0,31.6,1001.3,12.4,0.0,ENE,1.5,Aotizhongxin,2014-05-30 09:00:00,Friday,False
10931,2014,5,30,10,85.0,85.0,72.0,82.0,2400.0,144.0,32.8,1001.1,12.9,0.0,E,2.0,Aotizhongxin,2014-05-30 10:00:00,Friday,False
10932,2014,5,30,11,99.0,99.0,70.0,62.0,2300.0,206.0,33.4,1000.8,14.0,0.0,E,1.9,Aotizhongxin,2014-05-30 11:00:00,Friday,False
10933,2014,5,30,12,122.0,254.0,72.0,57.0,2400.0,260.0,33.9,1000.3,15.4,0.0,SE,1.3,Aotizhongxin,2014-05-30 12:00:00,Friday,False
10934,2014,5,30,13,119.0,233.0,50.0,43.0,1600.0,302.0,34.2,999.5,15.6,0.0,SE,1.8,Aotizhongxin,2014-05-30 13:00:00,Friday,False
10935,2014,5,30,14,115.0,221.0,46.0,39.0,1100.0,311.0,34.8,998.8,16.2,0.0,SSW,1.3,Aotizhongxin,2014-05-30 14:00:00,Friday,False
10936,2014,5,30,15,121.0,234.0,50.0,42.0,1200.0,327.0,34.3,998.7,17.1,0.0,S,1.6,Aotizhongxin,2014-05-30 15:00:00,Friday,False
10937,2014,5,30,16,122.0,247.0,48.0,41.0,1200.0,338.0,33.3,998.8,15.3,0.0,SSE,1.8,Aotizhongxin,2014-05-30 16:00:00,Friday,False
10938,2014,5,30,17,111.0,246.0,40.0,44.0,1100.0,306.0,32.1,999.0,15.1,0.0,ESE,2.0,Aotizhongxin,2014-05-30 17:00:00,Friday,False
10939,2014,5,30,18,103.0,220.0,34.0,47.0,900.0,275.0,30.7,999.7,15.2,0.0,SSE,1.8,Aotizhongxin,2014-05-30 18:00:00,Friday,False
10940,2014,5,30,19,107.0,219.0,32.0,49.0,900.0,257.0,29.4,1000.4,15.9,0.0,SSE,0.7,Aotizhongxin,2014-05-30 19:00:00,Friday,False
10941,2014,5,30,20,97.0,204.0,33.0,48.0,900.0,233.0,27.5,1001.5,16.1,0.0,S,0.9,Aotizhongxin,2014-05-30 20:00:00,Friday,False
10942,2014,5,30,21,98.0,206.0,25.0,60.0,1000.0,182.0,27.4,1002.2,14.8,0.0,SSE,0.9,Aotizhongxin,2014-05-30 21:00:00,Friday,False
10943,2014,5,30,22,90.0,198.0,27.0,50.0,900.0,177.0,25.9,1002.2,16.4,0.0,ESE,0.1,Aotizhongxin,2014-05-30 22:00:00,Friday,False
10944,2014,5,30,23,84.0,167.0,25.0,45.0,900.0,157.0,25.2,1002.3,16.3,0.0,ESE,0.0,Aotizhongxin,2014-05-30 23:00:00,Friday,False
10945,2014,5,31,0,77.0,146.0,23.0,45.0,800.0,140.0,23.2,1002.2,17.2,0.0,E,0.0,Aotizhongxin,2014-05-31 00:00:00,Saturday,True
10946,2014,5,31,1,76.0,147.0,22.0,54.0,800.0,118.0,22.2,1002.1,16.2,0.0,E,0.2,Aotizhongxin,2014-05-31 01:00:00,Saturday,True
10947,2014,5,31,2,79.0,154.0,22.0,71.0,1000.0,84.0,22.7,1002.0,15.0,0.0,NNE,0.5,Aotizhongxin,2014-05-31 02:00:00,Saturday,True
10948,2014,5,31,3,81.0,157.0,23.0,70.0,1400.0,73.0,22.5,1002.0,15.1,0.0,NE,1.4,Aotizhongxin,2014-05-31 03:00:00,Saturday,True
10949,2014,5,31,4,83.0,174.0,25.0,79.0,1900.0,62.0,21.5,1002.1,15.3,0.0,ESE,0.0,Aotizhongxin,2014-05-31 04:00:00,Saturday,True
10950,2014,5,31,5,92.0,166.0,31.0,65.0,1900.0,71.0,21.8,1002.3,16.7,0.0,ENE,0.0,Aotizhongxin,2014-05-31 05:00:00,Saturday,True
10951,2014,5,31,6,99.0,177.0,47.0,67.0,2300.0,63.0,23.1,1002.6,16.9,0.0,ENE,1.2,Aotizhongxin,2014-05-31 06:00:00,Saturday,True
10952,2014,5,31,7,105.0,202.0,78.0,92.0,3000.0,43.0,25.4,1003.1,15.4,0.0,NNE,0.4,Aotizhongxin,2014-05-31 07:00:00,Saturday,True
10953,2014,5,31,8,104.0,261.0,82.0,96.0,2800.0,39.0,26.3,1003.0,15.0,0.0,NE,0.9,Aotizhongxin,2014-05-31 08:00:00,Saturday,True
10954,2014,5,31,9,104.0,232.0,85.0,103.0,2800.0,41.0,28.6,1002.3,14.1,0.0,ENE,1.4,Aotizhongxin,2014-05-31 09:00:00,Saturday,True
10955,2014,5,31,10,108.0,223.0,85.0,100.0,3000.0,62.0,30.2,1002.0,14.7,0.0,NE,1.5,Aotizhongxin,2014-05-31 10:00:00,Saturday,True
10956,2014,5,31,11,123.0,282.0,93.0,102.0,3300.0,84.0,31.5,1001.5,15.0,0.0,NE,1.5,Aotizhongxin,2014-05-31 11:00:00,Saturday,True
10957,2014,5,31,12,140.0,287.0,88.0,106.0,3000.0,128.0,32.3,1000.9,15.3,0.0,SW,1.4,Aotizhongxin,2014-05-31 12:00:00,Saturday,True
10958,2014,5,31,13,139.0,293.0,81.0,92.0,2700.0,174.0,32.6,1000.4,19.1,0.0,ESE,0.0,Aotizhongxin,2014-05-31 13:00:00,Saturday,True
10959,2014,5,31,14,140.0,263.0,76.0,86.0,2600.0,206.0,33.3,999.5,15.3,0.0,WSW,1.7,Aotizhongxin,2014-05-31 14:00:00,Saturday,True
10960,2014,5,31,15,142.0,288.0,73.0,79.0,2500.0,240.0,33.5,999.1,16.4,0.0,SW,2.1,Aotizhongxin,2014-05-31 15:00:00,Saturday,True
10961,2014,5,31,16,151.0,335.0,62.0,87.0,2500.0,270.0,32.7,999.1,17.7,0.0,SW,1.3,Aotizhongxin,2014-05-31 16:00:00,Saturday,True
10962,2014,5,31,17,144.0,254.0,44.0,63.0,2000.0,276.0,32.0,998.8,15.9,0.0,WSW,1.5,Aotizhongxin,2014-05-31 17:00:00,Saturday,True
10963,2014,5,31,18,140.0,298.0,33.0,58.0,1900.0,271.0,29.3,998.8,18.4,0.0,SE,0.0,Aotizhongxin,2014-05-31 18:00:00,Saturday,True
10964,2014,5,31,19,144.0,276.0,28.0,67.0,2100.0,242.0,28.7,999.0,20.2,0.0,W,1.1,Aotizhongxin,2014-05-31 19:00:00,Saturday,True
10965,2014,5,31,20,147.0,288.0,21.0,75.0,2500.0,192.0,27.5,999.2,20.8,0.0,W,0.9,Aotizhongxin,2014-05-31 20:00:00,Saturday,True
10966,2014,5,31,21,152.0,258.0,20.0,79.0,2100.0,170.0,20.3,1005.7,19.1,11.5,SW,4.5,Aotizhongxin,2014-05-31 21:00:00,Saturday,True
10967,2014,5,31,22,129.0,725.0,22.0,40.0,900.0,159.0,20.6,1003.8,19.9,3.3,WNW,2.6,Aotizhongxin,2014-05-31 22:00:00,Saturday,True
10968,2014,5,31,23,67.0,67.0,4.0,20.0,500.0,139.0,20.4,1003.2,19.7,0.2,ENE,1.0,Aotizhongxin,2014-05-31 23:00:00,Saturday,True
10969,2014,6,1,0,75.0,75.0,4.0,17.0,500.0,135.0,20.5,1003.2,19.7,0.0,E,1.1,Aotizhongxin,2014-06-01 00:00:00,Sunday,True
10970,2014,6,1,1,68.0,68.0,4.0,24.0,500.0,127.0,20.8,1003.3,18.9,0.0,N,1.2,Aotizhongxin,2014-06-01 01:00:00,Sunday,True
10971,2014,6,1,2,57.0,57.0,2.0,21.0,400.0,131.0,21.4,1002.6,18.2,0.1,ENE,1.3,Aotizhongxin,2014-06-01 02:00:00,Sunday,True
10972,2014,6,1,3,44.0,44.0,2.0,23.0,400.0,130.0,21.1,1003.0,18.7,0.0,ENE,1.6,Aotizhongxin,2014-06-01 03:00:00,Sunday,True
10973,2014,6,1,4,43.0,43.0,2.0,29.0,400.0,119.0,21.3,1002.6,17.5,0.0,NE,1.5,Aotizhongxin,2014-06-01 04:00:00,Sunday,True
10974,2014,6,1,5,43.0,43.0,2.0,25.0,400.0,126.0,21.4,1002.8,18.0,0.0,NW,0.7,Aotizhongxin,2014-06-01 05:00:00,Sunday,True
10975,2014,6,1,6,53.0,76.0,3.0,26.0,700.0,125.0,21.3,1002.2,18.5,0.0,ENE,2.2,Aotizhongxin,2014-06-01 06:00:00,Sunday,True
10976,2014,6,1,7,49.0,53.0,4.0,33.0,500.0,106.0,22.1,1001.6,16.8,0.0,NE,2.3,Aotizhongxin,2014-06-01 07:00:00,Sunday,True
10977,2014,6,1,8,44.0,44.0,4.0,34.0,400.0,107.0,23.4,1001.9,17.6,0.0,NE,2.0,Aotizhongxin,2014-06-01 08:00:00,Sunday,True
10978,2014,6,1,9,41.0,62.0,4.0,38.0,400.0,101.0,24.6,1001.7,15.8,0.0,NNE,3.6,Aotizhongxin,2014-06-01 09:00:00,Sunday,True
10979,2014,6,1,10,41.0,52.0,3.0,38.0,500.0,107.0,26.6,1002.0,15.6,0.0,NNE,1.9,Aotizhongxin,2014-06-01 10:00:00,Sunday,True
10980,2014,6,1,11,32.0,53.0,5.0,25.0,400.0,136.0,27.8,1001.7,14.4,0.0,NE,2.8,Aotizhongxin,2014-06-01 11:00:00,Sunday,True
10981,2014,6,1,12,30.0,50.0,4.0,27.0,400.0,138.0,29.3,1001.5,14.3,0.0,ENE,1.7,Aotizhongxin,2014-06-01 12:00:00,Sunday,True
10982,2014,6,1,13,34.0,50.0,5.0,25.0,400.0,148.0,29.5,1001.0,15.6,0.0,NE,1.9,Aotizhongxin,2014-06-01 13:00:00,Sunday,True
10983,2014,6,1,14,33.0,60.0,5.0,25.0,400.0,173.0,29.5,1000.2,14.5,0.0,NNE,1.9,Aotizhongxin,2014-06-01 14:00:00,Sunday,True
10984,2014,6,1,15,33.0,48.0,4.0,26.0,400.0,176.0,28.9,1000.2,14.3,0.0,NNE,1.9,Aotizhongxin,2014-06-01 15:00:00,Sunday,True
10985,2014,6,1,16,32.0,51.0,4.0,29.0,400.0,156.0,23.0,1001.6,19.8,2.4,SE,4.7,Aotizhongxin,2014-06-01 16:00:00,Sunday,True
10986,2014,6,1,17,72.0,168.0,3.0,31.0,800.0,158.0,18.7,1003.2,17.2,11.6,W,3.0,Aotizhongxin,2014-06-01 17:00:00,Sunday,True
10987,2014,6,1,18,105.0,157.0,2.0,49.0,1000.0,117.0,18.5,1003.9,18.3,2.9,W,0.0,Aotizhongxin,2014-06-01 18:00:00,Sunday,True
10988,2014,6,1,19,53.0,53.0,2.0,43.0,700.0,108.0,19.0,1004.9,18.8,0.1,NE,0.5,Aotizhongxin,2014-06-01 19:00:00,Sunday,True
10989,2014,6,1,20,47.0,47.0,2.0,60.0,800.0,86.0,18.7,1005.7,18.4,0.2,ENE,0.9,Aotizhongxin,2014-06-01 20:00:00,Sunday,True
10990,2014,6,1,21,46.0,46.0,2.0,34.0,500.0,102.0,18.5,1006.5,18.0,0.0,ENE,1.7,Aotizhongxin,2014-06-01 21:00:00,Sunday,True
10991,2014,6,1,22,47.0,47.0,2.0,35.0,500.0,94.0,18.6,1006.8,18.3,0.0,ENE,1.8,Aotizhongxin,2014-06-01 22:00:00,Sunday,True
10992,2014,6,1,23,56.0,56.0,2.0,41.0,500.0,74.0,18.6,1006.6,17.9,0.0,ENE,0.8,Aotizhongxin,2014-06-01 23:00:00,Sunday,True
10993,2014,6,2,0,51.0,51.0,2.0,38.0,400.0,73.0,18.3,1006.2,17.8,0.0,ENE,0.0,Aotizhongxin,2014-06-02 00:00:00,Monday,False
10994,2014,6,2,1,49.0,49.0,2.0,44.0,400.0,58.0,17.9,1006.2,17.7,0.0,NE,0.4,Aotizhongxin,2014-06-02 01:00:00,Monday,False
10995,2014,6,2,2,50.0,50.0,2.0,55.0,500.0,18.0,17.9,1006.6,17.9,0.0,NE,0.0,Aotizhongxin,2014-06-02 02:00:00,Monday,False
10996,2014,6,2,3,49.0,49.0,2.0,58.0,500.0,3.0,17.7,1006.5,17.1,0.0,S,0.4,Aotizhongxin,2014-06-02 03:00:00,Monday,False
10997,2014,6,2,4,33.0,33.0,3.0,34.0,300.0,70.0,17.9,1006.7,15.7,0.0,ESE,0.0,Aotizhongxin,2014-06-02 04:00:00,Monday,False
10999,2014,6,2,6,26.0,49.0,2.0,46.0,800.0,66.0,19.2,1007.1,17.0,0.0,ENE,0.9,Aotizhongxin,2014-06-02 06:00:00,Monday,False
11000,2014,6,2,7,20.0,47.0,2.0,43.0,700.0,83.0,20.0,1007.5,16.4,0.0,NE,0.1,Aotizhongxin,2014-06-02 07:00:00,Monday,False
11001,2014,6,2,8,23.0,43.0,2.0,48.0,300.0,69.0,20.4,1007.4,15.8,0.0,E,1.0,Aotizhongxin,2014-06-02 08:00:00,Monday,False
11002,2014,6,2,9,19.0,26.0,2.0,35.0,300.0,93.0,22.0,1007.1,16.0,0.0,NE,1.2,Aotizhongxin,2014-06-02 09:00:00,Monday,False
11003,2014,6,2,10,24.0,62.0,2.0,49.0,400.0,77.0,23.3,1006.8,14.8,0.0,NE,1.8,Aotizhongxin,2014-06-02 10:00:00,Monday,False
11004,2014,6,2,11,30.0,51.0,2.0,34.0,300.0,105.0,22.9,1006.6,13.9,0.0,SE,1.0,Aotizhongxin,2014-06-02 11:00:00,Monday,False
11005,2014,6,2,12,20.0,20.0,3.0,22.0,400.0,120.0,23.4,1006.3,13.8,0.0,ESE,0.1,Aotizhongxin,2014-06-02 12:00:00,Monday,False
11006,2014,6,2,13,22.0,38.0,4.0,18.0,400.0,128.0,24.5,1005.5,13.7,0.0,ESE,1.4,Aotizhongxin,2014-06-02 13:00:00,Monday,False
11007,2014,6,2,14,24.0,30.0,3.0,18.0,300.0,135.0,25.5,1004.5,13.4,0.0,E,1.2,Aotizhongxin,2014-06-02 14:00:00,Monday,False
11008,2014,6,2,15,28.0,56.0,5.0,17.0,300.0,145.0,25.5,1003.8,13.7,0.0,E,0.6,Aotizhongxin,2014-06-02 15:00:00,Monday,False
11009,2014,6,2,16,30.0,45.0,5.0,18.0,300.0,153.0,26.3,1003.4,13.1,0.0,ESE,1.4,Aotizhongxin,2014-06-02 16:00:00,Monday,False
11010,2014,6,2,17,29.0,41.0,4.0,18.0,300.0,155.0,26.0,1003.5,13.5,0.0,SSW,0.1,Aotizhongxin,2014-06-02 17:00:00,Monday,False
11011,2014,6,2,18,26.0,40.0,3.0,18.0,300.0,155.0,23.9,1003.9,16.2,0.0,E,0.0,Aotizhongxin,2014-06-02 18:00:00,Monday,False
11012,2014,6,2,19,26.0,44.0,4.0,21.0,300.0,154.0,21.0,1004.2,16.8,0.0,E,0.0,Aotizhongxin,2014-06-02 19:00:00,Monday,False
11013,2014,6,2,20,31.0,56.0,2.0,30.0,500.0,143.0,19.3,1004.7,17.1,0.0,NW,0.0,Aotizhongxin,2014-06-02 20:00:00,Monday,False
11014,2014,6,2,21,34.0,56.0,2.0,41.0,400.0,117.0,18.2,1004.5,16.0,0.0,WSW,0.0,Aotizhongxin,2014-06-02 21:00:00,Monday,False
11015,2014,6,2,22,38.0,63.0,2.0,62.0,600.0,79.0,17.5,1004.1,15.1,0.0,W,0.0,Aotizhongxin,2014-06-02 22:00:00,Monday,False
11016,2014,6,2,23,44.0,44.0,2.0,98.0,800.0,41.0,17.3,1003.9,15.6,0.0,W,0.0,Aotizhongxin,2014-06-02 23:00:00,Monday,False
11017,2014,6,3,0,48.0,97.0,2.0,108.0,800.0,25.0,17.3,1003.4,15.8,0.0,SSW,0.0,Aotizhongxin,2014-06-03 00:00:00,Tuesday,False
11018,2014,6,3,1,47.0,98.0,2.0,103.0,700.0,15.0,16.6,1002.7,15.0,0.0,SSE,0.0,Aotizhongxin,2014-06-03 01:00:00,Tuesday,False
11019,2014,6,3,2,50.0,75.0,2.0,125.0,600.0,2.0,16.2,1002.4,15.6,0.0,ESE,0.0,Aotizhongxin,2014-06-03 02:00:00,Tuesday,False
11020,2014,6,3,3,51.0,69.0,2.0,115.0,500.0,2.0,16.2,1002.3,15.4,0.0,ENE,0.1,Aotizhongxin,2014-06-03 03:00:00,Tuesday,False
11021,2014,6,3,4,37.0,57.0,2.0,86.0,300.0,25.0,16.3,1002.4,14.8,0.0,SE,0.0,Aotizhongxin,2014-06-03 04:00:00,Tuesday,False
11022,2014,6,3,5,34.0,58.0,2.0,70.0,300.0,30.0,17.1,1002.9,15.1,0.0,NE,0.0,Aotizhongxin,2014-06-03 05:00:00,Tuesday,False
11023,2014,6,3,6,31.0,51.0,2.0,59.0,300.0,36.0,19.3,1003.3,14.8,0.0,NE,1.6,Aotizhongxin,2014-06-03 06:00:00,Tuesday,False
11024,2014,6,3,7,32.0,60.0,2.0,74.0,400.0,28.0,22.7,1003.5,13.5,0.0,ENE,2.4,Aotizhongxin,2014-06-03 07:00:00,Tuesday,False
11025,2014,6,3,8,30.0,58.0,2.0,54.0,300.0,57.0,25.5,1003.2,13.0,0.0,NE,2.1,Aotizhongxin,2014-06-03 08:00:00,Tuesday,False
11026,2014,6,3,9,30.0,74.0,4.0,44.0,400.0,74.0,27.6,1002.7,13.5,0.0,NE,2.0,Aotizhongxin,2014-06-03 09:00:00,Tuesday,False
11027,2014,6,3,10,28.0,28.0,17.0,34.0,400.0,94.0,29.5,1002.2,13.7,0.0,NE,1.6,Aotizhongxin,2014-06-03 10:00:00,Tuesday,False
11028,2014,6,3,11,32.0,32.0,24.0,33.0,500.0,107.0,30.0,1001.8,12.0,0.0,ENE,0.9,Aotizhongxin,2014-06-03 11:00:00,Tuesday,False
11029,2014,6,3,12,23.0,23.0,7.0,21.0,200.0,133.0,30.8,1000.9,13.1,0.0,ESE,1.6,Aotizhongxin,2014-06-03 12:00:00,Tuesday,False
11030,2014,6,3,13,21.0,21.0,4.0,24.0,300.0,153.0,31.4,1000.7,13.6,0.0,S,2.1,Aotizhongxin,2014-06-03 13:00:00,Tuesday,False
11031,2014,6,3,14,26.0,26.0,5.0,23.0,300.0,172.0,32.0,1000.0,13.2,0.0,WSW,0.8,Aotizhongxin,2014-06-03 14:00:00,Tuesday,False
11032,2014,6,3,15,31.0,31.0,6.0,25.0,300.0,190.0,31.6,999.9,13.8,0.0,WSW,2.2,Aotizhongxin,2014-06-03 15:00:00,Tuesday,False
11033,2014,6,3,16,42.0,42.0,10.0,26.0,600.0,196.0,31.3,999.7,13.1,0.0,SW,2.3,Aotizhongxin,2014-06-03 16:00:00,Tuesday,False
